No.,Fecha inicial corte,Fecha final corte,Departamento,Municipio,Comunidad (Si aplica),Clasificación,Tema,Subtema,Tipo de dato (medida),No. De personas/porcentaje/eventos,No. De mujeres mayores de edad,No. De hombres mayores de edad,No. De mujeres menores de edad,No. De hombres menores de edad,Madres gestantes,Grupo étnico,Si es indígena indique pueblo,Texto descriptivo,Link información,Link Registro fotográfico,Observación
76,2020-03-02,2021-08-29,ANTIOQUIA,LIBORINA,No indica,Análisis situacional,COVID 19,Contagio,Número,288.0,148,130,4,6,No indica,No indica,No indica,En el municipio de LIBORINA se tiene un total de Contagio 288,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
77,2020-03-02,2021-08-29,ANTIOQUIA,MACEO,No indica,Análisis situacional,COVID 19,Contagio,Número,264.0,120,129,6,9,No indica,No indica,No indica,En el municipio de MACEO se tiene un total de Contagio 264,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
78,2020-03-02,2021-08-29,ANTIOQUIA,MARINILLA,No indica,Análisis situacional,COVID 19,Contagio,Número,6305.0,3124,2772,191,218,No indica,No indica,No indica,En el municipio de MARINILLA se tiene un total de Contagio 6305,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
79,2020-03-02,2021-08-29,ANTIOQUIA,MEDELLIN,No indica,Análisis situacional,COVID 19,Contagio,Número,400662.0,198132,170225,16101,16204,No indica,No indica,No indica,En el municipio de MEDELLIN se tiene un total de Contagio 400662,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
80,2020-03-02,2021-08-29,ANTIOQUIA,MEDELLiN,No indica,Análisis situacional,COVID 19,Contagio,Número,1.0,1,0,0,0,No indica,No indica,No indica,En el municipio de MEDELLiN se tiene un total de Contagio 1,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
81,2020-03-02,2021-08-29,ANTIOQUIA,MONTEBELLO,No indica,Análisis situacional,COVID 19,Contagio,Número,254.0,128,114,5,7,No indica,No indica,No indica,En el municipio de MONTEBELLO se tiene un total de Contagio 254,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
82,2020-03-02,2021-08-29,ANTIOQUIA,MURINDO,No indica,Análisis situacional,COVID 19,Contagio,Número,130.0,56,60,9,5,No indica,No indica,No indica,En el municipio de MURINDO se tiene un total de Contagio 130,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
83,2020-03-02,2021-08-29,ANTIOQUIA,MUTATA,No indica,Análisis situacional,COVID 19,Contagio,Número,584.0,242,312,18,12,No indica,No indica,No indica,En el municipio de MUTATA se tiene un total de Contagio 584,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
84,2020-03-02,2021-08-29,ANTIOQUIA,NARIÑO,No indica,Análisis situacional,COVID 19,Contagio,Número,262.0,148,99,10,5,No indica,No indica,No indica,En el municipio de NARIÑO se tiene un total de Contagio 262,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
85,2020-03-02,2021-08-29,ANTIOQUIA,NECHI,No indica,Análisis situacional,COVID 19,Contagio,Número,495.0,251,214,16,14,No indica,No indica,No indica,En el municipio de NECHI se tiene un total de Contagio 495,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
86,2020-03-02,2021-08-29,ANTIOQUIA,NECOCLI,No indica,Análisis situacional,COVID 19,Contagio,Número,952.0,452,457,27,16,No indica,No indica,No indica,En el municipio de NECOCLI se tiene un total de Contagio 952,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
87,2020-03-02,2021-08-29,ANTIOQUIA,OLAYA,No indica,Análisis situacional,COVID 19,Contagio,Número,128.0,65,55,6,2,No indica,No indica,No indica,En el municipio de OLAYA se tiene un total de Contagio 128,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
88,2020-03-02,2021-08-29,ANTIOQUIA,PEQUE,No indica,Análisis situacional,COVID 19,Contagio,Número,296.0,139,129,16,12,No indica,No indica,No indica,En el municipio de PEQUE se tiene un total de Contagio 296,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
89,2020-03-02,2021-08-29,ANTIOQUIA,PEÑOL,No indica,Análisis situacional,COVID 19,Contagio,Número,1193.0,631,502,32,28,No indica,No indica,No indica,En el municipio de PEÑOL se tiene un total de Contagio 1193,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
90,2020-03-02,2021-08-29,ANTIOQUIA,PUEBLORRICO,No indica,Análisis situacional,COVID 19,Contagio,Número,275.0,134,109,16,16,No indica,No indica,No indica,En el municipio de PUEBLORRICO se tiene un total de Contagio 275,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
91,2020-03-02,2021-08-29,ANTIOQUIA,PUERTO BERRIO,No indica,Análisis situacional,COVID 19,Contagio,Número,2384.0,1008,1263,59,54,No indica,No indica,No indica,En el municipio de PUERTO BERRIO se tiene un total de Contagio 2384,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
92,2020-03-02,2021-08-29,ANTIOQUIA,PUERTO NARE (LA MAGDALENA ),No indica,Análisis situacional,COVID 19,Contagio,Número,328.0,127,184,9,8,No indica,No indica,No indica,En el municipio de PUERTO NARE (LA MAGDALENA ) se tiene un total de Contagio 328,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
93,2020-03-02,2021-08-29,ANTIOQUIA,PUERTO TRIUNFO,No indica,Análisis situacional,COVID 19,Contagio,Número,412.0,78,313,9,12,No indica,No indica,No indica,En el municipio de PUERTO TRIUNFO se tiene un total de Contagio 412,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
94,2020-03-02,2021-08-29,ANTIOQUIA,REMEDIOS,No indica,Análisis situacional,COVID 19,Contagio,Número,1740.0,686,969,41,44,No indica,No indica,No indica,En el municipio de REMEDIOS se tiene un total de Contagio 1740,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
95,2020-03-02,2021-08-29,ANTIOQUIA,RETIRO,No indica,Análisis situacional,COVID 19,Contagio,Número,1854.0,988,762,56,48,No indica,No indica,No indica,En el municipio de RETIRO se tiene un total de Contagio 1854,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
96,2020-03-02,2021-08-29,ANTIOQUIA,RIONEGRO,No indica,Análisis situacional,COVID 19,Contagio,Número,26256.0,12694,11498,1024,1040,No indica,No indica,No indica,En el municipio de RIONEGRO se tiene un total de Contagio 26256,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
97,2020-03-02,2021-08-29,ANTIOQUIA,SABANALARGA,No indica,Análisis situacional,COVID 19,Contagio,Número,180.0,94,79,2,5,No indica,No indica,No indica,En el municipio de SABANALARGA se tiene un total de Contagio 180,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
98,2020-03-02,2021-08-29,ANTIOQUIA,SABANETA,No indica,Análisis situacional,COVID 19,Contagio,Número,11824.0,5947,5111,376,390,No indica,No indica,No indica,En el municipio de SABANETA se tiene un total de Contagio 11824,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
99,2020-03-02,2021-08-29,ANTIOQUIA,SALGAR,No indica,Análisis situacional,COVID 19,Contagio,Número,549.0,278,239,15,17,No indica,No indica,No indica,En el municipio de SALGAR se tiene un total de Contagio 549,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
100,2020-03-02,2021-08-29,ANTIOQUIA,SAN ANDRES,No indica,Análisis situacional,COVID 19,Contagio,Número,247.0,118,117,4,8,No indica,No indica,No indica,En el municipio de SAN ANDRES se tiene un total de Contagio 247,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
101,2020-03-02,2021-08-29,ANTIOQUIA,SAN CARLOS,No indica,Análisis situacional,COVID 19,Contagio,Número,548.0,270,261,10,7,No indica,No indica,No indica,En el municipio de SAN CARLOS se tiene un total de Contagio 548,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
102,2020-03-02,2021-08-29,ANTIOQUIA,SAN FRANCISCO,No indica,Análisis situacional,COVID 19,Contagio,Número,166.0,89,68,4,5,No indica,No indica,No indica,En el municipio de SAN FRANCISCO se tiene un total de Contagio 166,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
103,2020-03-02,2021-08-29,ANTIOQUIA,SAN JERONIMO,No indica,Análisis situacional,COVID 19,Contagio,Número,667.0,314,305,21,27,No indica,No indica,No indica,En el municipio de SAN JERONIMO se tiene un total de Contagio 667,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
104,2020-03-02,2021-08-29,ANTIOQUIA,SAN JOSE DE LA MONTANA,No indica,Análisis situacional,COVID 19,Contagio,Número,182.0,90,75,10,7,No indica,No indica,No indica,En el municipio de SAN JOSE DE LA MONTANA se tiene un total de Contagio 182,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
105,2020-03-02,2021-08-29,ANTIOQUIA,SAN JUAN DE URABA,No indica,Análisis situacional,COVID 19,Contagio,Número,426.0,206,196,15,9,No indica,No indica,No indica,En el municipio de SAN JUAN DE URABA se tiene un total de Contagio 426,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
106,2020-03-02,2021-08-29,ANTIOQUIA,SAN LUIS,No indica,Análisis situacional,COVID 19,Contagio,Número,780.0,312,438,18,12,No indica,No indica,No indica,En el municipio de SAN LUIS se tiene un total de Contagio 780,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
107,2020-03-02,2021-08-29,ANTIOQUIA,SAN PEDRO,No indica,Análisis situacional,COVID 19,Contagio,Número,1363.0,680,616,36,31,No indica,No indica,No indica,En el municipio de SAN PEDRO se tiene un total de Contagio 1363,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
108,2020-03-02,2021-08-29,ANTIOQUIA,SAN PEDRO DE URABA,No indica,Análisis situacional,COVID 19,Contagio,Número,700.0,323,348,19,10,No indica,No indica,No indica,En el municipio de SAN PEDRO DE URABA se tiene un total de Contagio 700,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
109,2020-03-02,2021-08-29,ANTIOQUIA,SAN RAFAEL,No indica,Análisis situacional,COVID 19,Contagio,Número,620.0,298,282,23,17,No indica,No indica,No indica,En el municipio de SAN RAFAEL se tiene un total de Contagio 620,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
110,2020-03-02,2021-08-29,ANTIOQUIA,SAN ROQUE,No indica,Análisis situacional,COVID 19,Contagio,Número,920.0,418,451,29,22,No indica,No indica,No indica,En el municipio de SAN ROQUE se tiene un total de Contagio 920,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
111,2020-03-02,2021-08-29,ANTIOQUIA,SAN VICENTE,No indica,Análisis situacional,COVID 19,Contagio,Número,696.0,323,322,23,28,No indica,No indica,No indica,En el municipio de SAN VICENTE se tiene un total de Contagio 696,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
112,2020-03-02,2021-08-29,ANTIOQUIA,SANTA BARBARA,No indica,Análisis situacional,COVID 19,Contagio,Número,857.0,411,403,18,25,No indica,No indica,No indica,En el municipio de SANTA BARBARA se tiene un total de Contagio 857,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
113,2020-03-02,2021-08-29,ANTIOQUIA,SANTA FE DE ANTIOQUIA,No indica,Análisis situacional,COVID 19,Contagio,Número,2022.0,1013,873,64,72,No indica,No indica,No indica,En el municipio de SANTA FE DE ANTIOQUIA se tiene un total de Contagio 2022,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
114,2020-03-02,2021-08-29,ANTIOQUIA,SANTA ROSA DE OSOS,No indica,Análisis situacional,COVID 19,Contagio,Número,2711.0,1298,1225,98,90,No indica,No indica,No indica,En el municipio de SANTA ROSA DE OSOS se tiene un total de Contagio 2711,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
115,2020-03-02,2021-08-29,ANTIOQUIA,SANTO DOMINGO,No indica,Análisis situacional,COVID 19,Contagio,Número,275.0,75,191,3,6,No indica,No indica,No indica,En el municipio de SANTO DOMINGO se tiene un total de Contagio 275,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
116,2020-03-02,2021-08-29,ANTIOQUIA,SANTUARIO,No indica,Análisis situacional,COVID 19,Contagio,Número,2522.0,1290,1052,76,104,No indica,No indica,No indica,En el municipio de SANTUARIO se tiene un total de Contagio 2522,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
117,2020-03-02,2021-08-29,ANTIOQUIA,SEGOVIA,No indica,Análisis situacional,COVID 19,Contagio,Número,3141.0,1167,1899,33,42,No indica,No indica,No indica,En el municipio de SEGOVIA se tiene un total de Contagio 3141,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
118,2020-03-02,2021-08-29,ANTIOQUIA,SONSON,No indica,Análisis situacional,COVID 19,Contagio,Número,865.0,416,382,39,28,No indica,No indica,No indica,En el municipio de SONSON se tiene un total de Contagio 865,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
119,2020-03-02,2021-08-29,ANTIOQUIA,SOPETRAN,No indica,Análisis situacional,COVID 19,Contagio,Número,986.0,465,435,42,44,No indica,No indica,No indica,En el municipio de SOPETRAN se tiene un total de Contagio 986,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
120,2020-03-02,2021-08-29,ANTIOQUIA,TAMESIS,No indica,Análisis situacional,COVID 19,Contagio,Número,551.0,238,288,13,12,No indica,No indica,No indica,En el municipio de TAMESIS se tiene un total de Contagio 551,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
121,2020-03-02,2021-08-29,ANTIOQUIA,TARAZA,No indica,Análisis situacional,COVID 19,Contagio,Número,1050.0,469,495,48,38,No indica,No indica,No indica,En el municipio de TARAZA se tiene un total de Contagio 1050,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
122,2020-03-02,2021-08-29,ANTIOQUIA,TARSO,No indica,Análisis situacional,COVID 19,Contagio,Número,285.0,141,121,12,11,No indica,No indica,No indica,En el municipio de TARSO se tiene un total de Contagio 285,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
123,2020-03-02,2021-08-29,ANTIOQUIA,TITIRIBI,No indica,Análisis situacional,COVID 19,Contagio,Número,306.0,136,165,2,3,No indica,No indica,No indica,En el municipio de TITIRIBI se tiene un total de Contagio 306,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
124,2020-03-02,2021-08-29,ANTIOQUIA,TOLEDO,No indica,Análisis situacional,COVID 19,Contagio,Número,203.0,95,100,4,4,No indica,No indica,No indica,En el municipio de TOLEDO se tiene un total de Contagio 203,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
125,2020-03-02,2021-08-29,ANTIOQUIA,TURBO,No indica,Análisis situacional,COVID 19,Contagio,Número,4206.0,1803,2172,135,96,No indica,No indica,No indica,En el municipio de TURBO se tiene un total de Contagio 4206,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
126,2020-03-02,2021-08-29,ANTIOQUIA,URAMITA,No indica,Análisis situacional,COVID 19,Contagio,Número,198.0,65,127,2,4,No indica,No indica,No indica,En el municipio de URAMITA se tiene un total de Contagio 198,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
127,2020-03-02,2021-08-29,ANTIOQUIA,URRAO,No indica,Análisis situacional,COVID 19,Contagio,Número,1046.0,498,448,52,48,No indica,No indica,No indica,En el municipio de URRAO se tiene un total de Contagio 1046,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
128,2020-03-02,2021-08-29,ANTIOQUIA,VALDIVIA,No indica,Análisis situacional,COVID 19,Contagio,Número,326.0,163,145,8,10,No indica,No indica,No indica,En el municipio de VALDIVIA se tiene un total de Contagio 326,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
129,2020-03-02,2021-08-29,ANTIOQUIA,VALPARAISO,No indica,Análisis situacional,COVID 19,Contagio,Número,173.0,82,80,8,3,No indica,No indica,No indica,En el municipio de VALPARAISO se tiene un total de Contagio 173,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
130,2020-03-02,2021-08-29,ANTIOQUIA,VEGACHI,No indica,Análisis situacional,COVID 19,Contagio,Número,517.0,220,271,17,9,No indica,No indica,No indica,En el municipio de VEGACHI se tiene un total de Contagio 517,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
131,2020-03-02,2021-08-29,ANTIOQUIA,VENECIA,No indica,Análisis situacional,COVID 19,Contagio,Número,567.0,249,275,28,15,No indica,No indica,No indica,En el municipio de VENECIA se tiene un total de Contagio 567,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
132,2020-03-02,2021-08-29,ANTIOQUIA,VIGIA DEL FUERTE,No indica,Análisis situacional,COVID 19,Contagio,Número,203.0,97,91,10,5,No indica,No indica,No indica,En el municipio de VIGIA DEL FUERTE se tiene un total de Contagio 203,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
133,2020-03-02,2021-08-29,ANTIOQUIA,YALI,No indica,Análisis situacional,COVID 19,Contagio,Número,128.0,61,66,0,1,No indica,No indica,No indica,En el municipio de YALI se tiene un total de Contagio 128,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
134,2020-03-02,2021-08-29,ANTIOQUIA,YARUMAL,No indica,Análisis situacional,COVID 19,Contagio,Número,2692.0,1256,1148,142,146,No indica,No indica,No indica,En el municipio de YARUMAL se tiene un total de Contagio 2692,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
135,2020-03-02,2021-08-29,ANTIOQUIA,YOLOMBO,No indica,Análisis situacional,COVID 19,Contagio,Número,869.0,401,413,30,25,No indica,No indica,No indica,En el municipio de YOLOMBO se tiene un total de Contagio 869,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
136,2020-03-02,2021-08-29,ANTIOQUIA,YONDO (CASABE),No indica,Análisis situacional,COVID 19,Contagio,Número,529.0,209,266,20,34,No indica,No indica,No indica,En el municipio de YONDO (CASABE) se tiene un total de Contagio 529,https://www.datos.gov.co/Salud-y-Protecci-n-Social/Casos-positivos-de-COVID-19-en-Colombia/gt2j-8ykr,No aplica,
